CASEID,WEIGHT,WEIGHTPOP,P_PARTYID7,QUALLIFE,HLTHPHYS,HLTHMNTL,SATSOC,ACTSSOC,PHYSACTS,EMOPROBS,FATIGUE,RATEPAIN,FEELA,FEELB,FEELC,FEELD,FEELE,FEELF,FEELG,FEELH,FEELI,FEELJ,STRESS1,STRESS2,STRESS3,STRESS4,LONELY1,LONELY2,LONELY3,SATFIN,FINALTER,FINRELA,GOODLIFE,KIDSSOL,HAPPY,REACT1A,REACT1B,REACT1C,REACT1D,REACT1E,REACT1F,REACT1G,REACT1H,REACT1I,REACT1J,REACT1K,REACT1L,REACT1M,REACT1N,REACT1O,REACT2A,REACT2B,REACT2C,REACT2D,REACT2E,REACT2F,REACT2G,REACT2H,REACT2I,REACT2J,REACT2K,REACT2L,REACT2M,REACT2N,REACT2O,THNGA,THNGB,THNGC,THNGD,THNGE,INFO,CHANGE,Q9,Q10,Q11,Q14,ECONIMPACTA,ECONIMPACTB,ECONIMPACTC,ECONIMPACTD,ECONIMPACTE,ECONIMPACTF,ECONIMPACTG,ECONIMPACTH,ECONIMPACTI,ECONIMPACTJ,ECONIMPACTK,ECONIMPACTL,ECONIMPACTM,ECONIMPACTN,ECONIMPACTO,ECONIMPACTP,ECONIMPACTQ,Q25_1,Q25_2,Q25_3,Q25_4,Q25_DK,Q25_SKP,Q25_REF,Q19,Q20_1,Q20_2,Q20_3,Q20_DK,Q20_SKP,Q20_REF,Q21A,Q21B,Q21C,Q21D,Q21E,Q21F,Q21G,CAREGAPA,CAREGAPB,CAREGAPC,CAREGAPD,CAREGAPE,CAREGAPF,CAREGAPG,CAREGAPH,CAREGAPI,CAREGAPJ,CAREGAPK,CAREGAPL,WHYCAREGAPA,WHYCAREGAPB,WHYCAREGAPC,WHYCAREGAPD,WHYCAREGAPE,WHYCAREGAPF,WHYCAREGAPG,WHYCAREGAPH,WHYCAREGAPI,WHYCAREGAPJ,WHYCAREGAPK,WHYCAREGAPL,TELEHEALTH,CAREGIVEA,CAREGIVEB,CAREGIVEC,CAREGETA,CAREGETB,CAREGETC,FLOYDPROTESTA,FLOYDPROTESTB,FLOYDPROTESTC,FLOYDPROTESTD,STARTDT,ENDDT,DURATION,SURV_MODE,SURV_LANG,DEVICE,GENDER,AGE4,AGE7,EDUC4,MARITAL,EMPLOY,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV,HHINCOME,EDU_R3,INC_R3,EMPLOYED,MARRIED,RACETH,AGE_GROUP_R5,HOTSPOT
2562,.667051355,83398.34862,Strong Democrat,Very good,Good,Very good,Very good,Very good,Completely,Rarely,Mild,3,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Never,Very often,Very often,Never,Never,Never,Never,Satisfied,Better,Above average,Strongly agree,Much better,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,Yes,Yes,Yes,No,No,Rarely,None,No,No,No,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,SKIPPED ON WEB,Yes,No,No,No,No,Yes,Yes,No, , , , ,Provider decided, , , , ,Provider decided,Provider decided, ,Yes,No,No,No,No,No,No,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,7/22/2020 14:46:36,7/22/2020 15:13:31,27,Web Interview,English,Smartphone,Male,45-59,45-54,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,3,0,0,1,0,2,"$75,000 to under $100,000",Bachelors degree or more,"$50,000 to under $100,000",Employed,Married/co-habitating,Hispanic,40 to 59,not a hotspot
1312,.149007805,18629.75727,Lean Republican,Fair,Fair,Good,Fair,Good,Completely,Sometimes,Mild,0 - No pain,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Sometimes,Sometimes,Fairly often,Almost never,Sometimes,Very often,Never,Not at all satisfied,Better,Below average,Somewhat agree,Much better,Not too happy,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes, ,No, , ,No,No, , , , ,No, , , ,No,Yes,Yes,Yes,No,No,Rarely,Only a few,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,Yes,No,Yes,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/23/2020 18:50:13,7/23/2020 19:08:42,19,Web Interview,Spanish,Desktop,Female,30-44,25-34,Some college,Never married,Not working - other,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,3,0,0,2,0,1,"$10,000 to under $20,000",Some college,"Less than $50,000",Not employed,Not married,Hispanic,30 to 39,not a hotspot
1381,1.95618466,244572.7289,Strong Republican,Very good,Very good,Excellent,Good,Good,Completely,Rarely,Mild,1,Yes,No,No,No,Yes,No,No,No,Yes,No,Almost never,Very often,Fairly often,Almost never,Never,Rarely,Never,More or less satisfied,Better,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No, , , , , , , , , , ,No, , , , ,No,No,No,No,No,Rarely,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,No,No,No,No,No,No,Disagree,Agree,Neither agree nor disagree,Agree,7/23/2020 13:09:20,7/23/2020 13:26:39,18,Web Interview,English,Desktop,Male,60+,65-74,HS graduate or equivalent,Married,Not working - retired,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",2,0,0,0,0,2,"$10,000 to under $20,000",High school diploma or less,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,not a hotspot
2217,2.101003105,262678.7098,Moderate Republican,Fair,Fair,Fair,Good,Fair,Moderately,Sometimes,Mild,4,No,Yes,No,No,Yes,No,No,No,No,No,Sometimes,Sometimes,Almost never,Never,Never,Never,Never,Not at all satisfied,Stayed the same,Below average,Neither agree nor disagree,Somewhat worse,DON'T KNOW,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No, ,Yes, , , , , , , , , , , , , ,No,No,No,No,No,Most of the time,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No, , , ,Provider decided, ,Provider decided, ,Provider decided,I decided, , , ,No,No,No,Yes,No,No,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,7/24/2020 0:17:55,7/29/2020 19:50:07,29,Phone interview,English,Phone interview (not online),Female,60+,55-64,HS graduate or equivalent,Married,Not working - disabled,South,South Atlantic,Non-Metro Area,Non-internet household,Owned or being bought by you or someone in your household,A mobile home or trailer,Cellphone only,2,0,0,0,0,2,"$30,000 to under $40,000",High school diploma or less,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",60 to 64,not a hotspot
1770,1.676422222,209595.3239,Don't Lean/Independent/None,Excellent,Excellent,Excellent,Excellent,Excellent,Completely,Never,None,0 - No pain,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Never,Satisfied,Better,Far above average,Strongly disagree,Much better,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,Yes,Yes,No,No,Most of the time,Many,Yes,No,Yes,"No, I receive no pay",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No, , , ,Both, , , , ,Both, , , ,Yes,No,No,Yes,Yes,No,No,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,7/22/2020 15:14:16,7/22/2020 15:23:34,9,Web Interview,English,Smartphone,Female,18-29,25-34,HS graduate or equivalent,Separated,Working - as a paid employee,South,South Atlantic,Metro Area,Non-internet household,Rented for cash,A mobile home or trailer,Cellphone only,6,0,2,1,2,3,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Employed,Not married,"African American, non-Hispanic",18 to 29,not a hotspot
2712,1.431270883,178945.1849,Strong Democrat,Good,Fair,Very good,Good,Good,Moderately,Never,Mild,4,No,No,Yes,No,Yes,No,No,No,No,No,Never,Very often,Sometimes,Almost never,Never,Never,Never,Satisfied,Stayed the same,Far above average,Somewhat agree,About the same,Very happy,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No, , , , , , , , ,No, , , , , , ,Yes,No,Yes,No,No,Most of the time,Some,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Agree,Strongly agree,Agree,7/22/2020 18:54:15,7/22/2020 19:05:34,12,Web Interview,English,Desktop,Male,60+,55-64,HS graduate or equivalent,Married,Not working - retired,South,South Atlantic,Metro Area,Non-internet household,Rented for cash,A building with 2 or more apartments,Cellphone only,4,0,0,1,0,3,"$20,000 to under $30,000",High school diploma or less,"Less than $50,000",Not employed,Married/co-habitating,"African American, non-Hispanic",60 to 64,not a hotspot
90,1.262155002,157801.4077,Moderate Democrat,Good,Good,Excellent,Very good,Fair,Completely,Never,Mild,4,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Very often,Sometimes,Never,Rarely,Often,Sometimes,More or less satisfied,Worse,Above average,Neither agree nor disagree,Somewhat worse,Pretty happy,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No, ,Yes, , , ,No, , ,Yes, , , , , , ,Yes,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No, , , ,Provider decided, ,I decided, , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,7/22/2020 20:03:58,7/22/2020 20:21:13,18,Web Interview,English,Smartphone,Male,60+,75+,BA or above,Married,Not working - retired,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$30,000 to under $40,000",Bachelors degree or more,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",65 or older,not a hotspot
800,6.86339092,858098.0522,Moderate Democrat,Very good,Good,Good,Excellent,Very good,Completely,Sometimes,Moderate,5,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Sometimes,SKIPPED ON WEB,Fairly often,Almost never,Rarely,Very often,Rarely,Satisfied,Worse,Below average,Strongly disagree,About the same,Pretty happy,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No, , ,No, , ,No, , , ,No, , , , , ,Yes,No,Yes,No,No,Often,None,No,No,Yes,"No, I receive no pay",No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"A medical diagnosis indicating that you had the disease, but",Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,No,No,No,No,No,No,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,7/26/2020 18:17:17,7/26/2020 18:23:50,7,Web Interview,English,Smartphone,Male,18-29,25-34,No HS diploma,Living with partner,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,6,0,2,0,1,4,"Under $10,000",High school diploma or less,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",18 to 29,not a hotspot
929,.712925855,89133.82532,Moderate Republican,Very good,Very good,Very good,Very good,Very good,Completely,Rarely,Mild,3,SKIPPED ON WEB,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Fairly often,Sometimes,Almost never,Never,Never,Never,More or less satisfied,Better,Average,Somewhat agree,Somewhat better,Pretty happy,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No, , , , , ,No, ,Yes, , , , , , , ,No,Yes,No,No,No,Occasionally,None,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,Yes,No,No,No,No,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,7/22/2020 17:39:57,7/22/2020 17:57:07,17,Web Interview,English,Smartphone,Male,45-59,45-54,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,4,0,0,0,1,3,"$40,000 to under $50,000",Bachelors degree or more,"Less than $50,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
342,.839567869,104967.2911,Moderate Republican,Excellent,Very good,Good,Poor,Fair,Moderately,Rarely,Mild,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Sometimes,Fairly often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,More or less satisfied,Stayed the same,Average,Somewhat agree,Somewhat better,Pretty happy,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No, ,Yes,Yes,No,No,Yes,No,Yes, , , , , , ,Yes,Yes,Yes,No,No,Occasionally,None,Yes,No,Yes,"No, I receive no pay",Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No, , , ,Both, , , , , , , , ,Not sure,Yes,No,No,No,No,No,Strongly agree,Agree,Agree,Agree,7/23/2020 12:16:11,7/23/2020 12:29:05,13,Web Interview,English,Smartphone,Female,60+,55-64,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$100,000 to under $150,000",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",60 to 64,not a hotspot
2707,.668932513,83633.54109,Lean Republican,Very good,Very good,Very good,Very good,Very good,Completely,Never,None,1,No,No,Yes,No,Yes,No,No,No,Yes,No,Never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Stayed the same,Below average,Somewhat agree,Somewhat worse,Very happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,No,No,No,No,Often,Only a few,No,No,Yes,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Strongly agree,Strongly agree,Agree,Strongly agree,7/22/2020 18:09:01,7/22/2020 18:19:54,11,Web Interview,English,Desktop,Male,60+,65-74,Some college,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A mobile home or trailer,Cellphone only,2,0,0,0,0,1,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",65 or older,not a hotspot
1896,.980142022,122542.628,Moderate Democrat,Good,Fair,Poor,Poor,Good,Completely,Always,Severe,7,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Very often,Sometimes,Never,Very often,Sometimes,Often,Often,More or less satisfied,Stayed the same,Average,Somewhat disagree,Somewhat better,Not too happy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Often,None,No,No,Yes,"Yes, I receive full pay but do not have to take leave",No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes, , , , , , , ,I decided, ,I decided,I decided,I decided,Not sure,Yes,No,No,Yes,No,No,Agree,Strongly agree,Agree,Strongly agree,7/22/2020 15:26:03,7/22/2020 15:33:40,8,Web Interview,English,Desktop,Male,45-59,55-64,HS graduate or equivalent,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",3,0,0,0,0,3,"$75,000 to under $100,000",High school diploma or less,"$50,000 to under $100,000",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
3598,.809325296,101186.202,Lean Democrat,Very good,Very good,Very good,Very good,Very good,Completely,Rarely,Mild,2,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Almost never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Better,Above average,Somewhat agree,Somewhat worse,Pretty happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,No,No,No,No,Rarely,Many,No,No,Yes,"No, I receive no pay",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,Yes,No,No,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,7/23/2020 13:20:07,7/23/2020 13:28:17,8,Web Interview,English,Desktop,Female,45-59,45-54,Some college,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,3,0,0,0,0,3,"$100,000 to under $150,000",Some college,"$100,000 or more",Employed,Married/co-habitating,Hispanic,40 to 59,not a hotspot
1288,.75551148,94458.10927,Lean Republican,Excellent,Very good,Excellent,Very good,Very good,Completely,Never,Mild,3,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Almost never,Very often,Fairly often,Never,Never,Never,Never,More or less satisfied,Better,Above average,Strongly agree,About the same,Very happy,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No, , , , ,No, ,Yes,No, , , , , , ,Yes,No,Yes,Yes,No,Rarely,None,Yes,No,Yes,"No, I receive no pay",Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No, , , , , , , , , ,I decided, , ,Yes,No,No,No,No,No,No,Disagree,Agree,Disagree,Agree,7/22/2020 16:10:54,7/22/2020 16:18:33,8,Web Interview,English,Desktop,Male,45-59,45-54,BA or above,Married,Working - as a paid employee,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",6,0,0,0,2,6 or more,"$100,000 to under $150,000",Bachelors degree or more,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
280,.316197116,39532.66432,Strong Republican,Very good,Good,Very good,Good,Fair,Mostly,Rarely,Mild,3,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Never,Very often,Fairly often,Never,Never,Never,Rarely,More or less satisfied,Better,Average,Strongly agree,Much better,Pretty happy,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No, , ,No, , , , , , , , , , , , ,Yes,Yes,Yes,No,No,Often,Only a few,No,No,No,"No, I receive no pay",No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No, , , ,Provider decided,Provider decided, , , , , ,Provider decided, ,Yes,No,No,No,No,No,No,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,7/22/2020 16:10:43,7/22/2020 16:26:12,16,Web Interview,English,Desktop,Male,60+,55-64,Some college,Married,Not working - looking for work,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A mobile home or trailer,Cellphone only,2,0,0,0,0,2,"$40,000 to under $50,000",Some college,"Less than $50,000",Not employed,Married/co-habitating,"White, non-Hispanic",60 to 64,not a hotspot
1972,.547476664,68448.47755,Don't Lean/Independent/None,Good,Very good,Fair,Poor,Fair,Completely,Often,Severe,3,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Very often,Almost never,Sometimes,Fairly often,Very often,Very often,Very often,More or less satisfied,Better,Average,Somewhat agree,About the same,Not too happy,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No, , ,Yes, ,Yes, , ,Yes, , ,Yes, , ,Yes, ,No,No,No,No,No,Often,None,No,No,Yes,"Yes, I use paid leave",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Yes,No,No,No,No,No,No,Agree,Agree,Agree,Strongly disagree,7/26/2020 11:50:48,7/26/2020 11:59:28,9,Web Interview,English,Smartphone,Female,45-59,55-64,Some college,Married,Working - as a paid employee,South,South Atlantic,Non-Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,"Have a landline, but mostly use cellphone",4,0,0,0,0,4,"$100,000 to under $150,000",Some college,"$100,000 or more",Employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
207,.629790368,78739.77952,Strong Republican,Good,Good,Very good,Fair,Good,Mostly,Never,Mild,5,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Almost never,Very often,Sometimes,Never,Sometimes,Sometimes,Never,More or less satisfied,Stayed the same,Average,Somewhat agree,Somewhat better,Not too happy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , ,No,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,No,No,No,No,No,No,No,Agree,Strongly agree,Neither agree nor disagree,Agree,7/22/2020 17:02:48,7/22/2020 17:18:11,16,Web Interview,English,Desktop,Female,60+,75+,Some college,Widowed,Not working - retired,South,South Atlantic,Metro Area,Internet Household,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$40,000 to under $50,000",Some college,"Less than $50,000",Not employed,Not married,"White, non-Hispanic",65 or older,not a hotspot
2130,.448858111,56118.6555,Don't Lean/Independent/None,Good,Good,Very good,Poor,Fair,Completely,Often,Moderate,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Almost never,Sometimes,Sometimes,Fairly often,Sometimes,Sometimes,Sometimes,More or less satisfied,Worse,Below average,Somewhat agree,Much better,Not too happy,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes, ,Yes,Yes,Yes,No,Yes,No,No, ,No,No,Yes,Yes,No,Yes,No,No,Most of the time,None,Yes,Yes,No,"No, I receive no pay",Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No, , , ,Both, , , , ,Both, ,Both, ,Yes,Yes,No,Yes,Yes,No,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,7/22/2020 16:31:50,7/22/2020 16:43:12,12,Web Interview,Spanish,Smartphone,Female,30-44,25-34,BA or above,Living with partner,Not working - looking for work,South,South Atlantic,Metro Area,Non-internet household,Rented for cash,A one-family house detached from any other house,Cellphone only,4,0,0,0,0,4,"$50,000 to under $75,000",Bachelors degree or more,"$50,000 to under $100,000",Not employed,Married/co-habitating,Hispanic,30 to 39,not a hotspot
3033,.997937454,124767.5086,Lean Democrat,Very good,Very good,Very good,Very good,Very good,Completely,Sometimes,None,1,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Almost never,Very often,Fairly often,Almost never,Never,Never,Never,More or less satisfied,Stayed the same,Average,Neither agree nor disagree,No children,Pretty happy,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No, , ,Yes, , , , , , , , , , , , ,Yes,No,Yes,No,No,Often,None,No,No,No,"No, I receive no pay",No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,"No symptoms or signs, or tested as not having the disease",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , ,Not sure,No,No,No,No,No,No,Agree,Agree,Agree,Neither agree nor disagree,7/22/2020 13:55:50,7/22/2020 14:04:14,9,Web Interview,English,Desktop,Female,45-59,55-64,Some college,Married,Not working - other,South,South Atlantic,Metro Area,Internet Household,Rented for cash,A one-family house detached from any other house,Cellphone only,2,0,0,0,0,2,"$75,000 to under $100,000",Some college,"$50,000 to under $100,000",Not employed,Married/co-habitating,"White, non-Hispanic",40 to 59,not a hotspot
